23 1049 idrogeno compresso × 1-A
225 1073 ossigeno liquido refrigerato × 2-J  
20 1066 azoto compresso × 3-K 
268 1005 ammoniaca anidra × × × × 4-B/4-L/4-N 
23 1075 gas di petrolio liquefatto × 5-C/5-D/5-E 
263 1040 ossido di etilene (+ azoto) × × 6-C/6-D/6-E/6-L 
25 1072 ossigeno compresso × 7-J 
22 1977 azoto liquido refrigerato × 8-K 
30 1202 gasolio × × 9-F/9-N 
33 1203 benzina × × 10-H/10-I/10-N 
336 1230 metanolo × × 11-H/11-I/11-M 
63 2023 epicloridrina × × × 12-F/12-G/12-M/12-N
